,Id,SalePrice
0,1461,195610.73533580662
1,1462,251700.51061239443
2,1463,260180.23320850707
3,1464,280574.34432479343
4,1465,276555.8971750543
5,1466,263311.16665100143
6,1467,274698.1214424281
7,1468,257321.62302197516
8,1469,285411.514660229
9,1470,203673.07001088583
10,1471,291329.90855070925
11,1472,200103.0944024939
12,1473,181225.3776168162
13,1474,237132.8482479558
14,1475,194889.8996291533
15,1476,440866.2622637893
16,1477,334651.5279548485
17,1478,393294.8652223293
18,1479,381098.140940913
19,1480,520374.0859375375
20,1481,380406.4910846993
21,1482,305960.95618513995
22,1483,271402.74899551296
23,1484,261295.4040190566
24,1485,296851.8036994997
25,1486,305541.51003533625
26,1487,381302.8985088279
27,1488,334992.86983803404
28,1489,278728.1516768653
29,1490,328060.27357984683
30,1491,307538.9559825356
31,1492,182401.3488980902
32,1493,293450.31111559574
33,1494,378967.22204679064
34,1495,356070.6135390301
35,1496,331244.663561824
36,1497,262275.94599703467
37,1498,268250.2011899217
38,1499,263702.9063576807
39,1500,260779.83476034296
40,1501,294474.96694079065
41,1502,238709.60162879177
42,1503,370262.41561874934
43,1504,333094.8501898644
44,1505,315463.81756496034
45,1506,286350.08168085315
46,1507,333826.34546385007
47,1508,295812.5267401857
48,1509,243178.56040552678
49,1510,225737.53354240744
50,1511,241850.524649265
51,1512,268611.4691294455
52,1513,250242.00440699863
53,1514,227002.16773675033
54,1515,304463.17744687176
55,1516,258947.0356453685
56,1517,257988.40294800373
57,1518,208609.65945590916
58,1519,318302.86312621017
59,1520,217377.44824254676
60,1521,208916.94209998404
61,1522,283027.77914134203
62,1523,187354.8296070455
63,1524,217482.35868416168
64,1525,179388.0211414199
65,1526,188178.56595723308
66,1527,175107.72712886822
67,1528,242875.2445676222
68,1529,231172.50261291
69,1530,292209.81593352533
70,1531,243481.8756955485
71,1532,199928.83970751567
72,1533,261379.44552945183
73,1534,247962.26779087516
74,1535,254268.6799919384
75,1536,198684.54702049843
76,1537,134787.6116720701
77,1538,250675.87656332133
78,1539,309718.8626555512
79,1540,205746.24124328513
80,1541,230270.6551388756
81,1542,237192.26545127877
82,1543,279192.416939738
83,1544,183287.1960831345
84,1545,199326.48105023615
85,1546,231742.44582097372
86,1547,247012.8599100979
87,1548,225540.99086382054
88,1549,205637.19386806875
89,1550,229950.59414071403
90,1551,226482.9405111575
91,1552,232962.27914722054
92,1553,250775.0187521407
93,1554,209380.25781227183
94,1555,251424.15715951961
95,1556,175248.07589312713
96,1557,215398.84763532085
97,1558,204228.49909108854
98,1559,158226.8117916186
99,1560,249800.66236999212
100,1561,229787.3849086014
101,1562,225766.1488050581
102,1563,207342.00088220206
103,1564,251640.78552528122
104,1565,219926.06957510882
105,1566,327856.883564773
106,1567,163868.24150069454
107,1568,327424.0190467872
108,1569,216479.4278366326
109,1570,223457.50977280433
110,1571,194289.64417360188
111,1572,231197.57587092998
112,1573,342399.7089027546
113,1574,208194.3094787039
114,1575,329874.0174710916
115,1576,342580.5487857496
116,1577,284028.53433617484
117,1578,238537.640215731
118,1579,220739.8076090715
119,1580,280563.21315433993
120,1581,250951.75515424646
121,1582,215785.53211140842
122,1583,380004.06768698874
123,1584,317604.990075466
124,1585,242594.5363919041
125,1586,136072.55300519522
126,1587,188951.65406447253
127,1588,241723.06128333881
128,1589,196411.5648974697
129,1590,229367.9552896486
130,1591,160952.24502229155
131,1592,227515.98452272685
132,1593,223050.8546231396
133,1594,217180.00358841964
134,1595,204376.31353815133
135,1596,305683.68769255304
136,1597,251764.13732722146
137,1598,282574.1498343672
138,1599,278293.9849026173
139,1600,270053.65217350586
140,1601,132503.60975049762
141,1602,211349.84768645954
142,1603,150886.21275073802
143,1604,353667.99525397853
144,1605,334876.12785639684
145,1606,256752.3011276375
146,1607,252896.4113703929
147,1608,319511.0812399925
148,1609,284979.61525403196
149,1610,246322.21693962044
150,1611,218786.5158162529
151,1612,269772.33228247776
152,1613,252703.007941962
153,1614,224016.7179167464
154,1615,173053.53380125132
155,1616,143098.71872754628
156,1617,155906.3211728735
157,1618,201718.08403702173
158,1619,244469.39718319592
159,1620,236011.27821521298
160,1621,225685.90733554098
161,1622,248867.62152864016
162,1623,346259.88608165155
163,1624,315685.05660584266
164,1625,203444.14102818095
165,1626,271971.2317530189
166,1627,274959.1710745257
167,1628,374919.23547343
168,1629,264406.8276387432
169,1630,409221.30280772573
170,1631,314168.62615634967
171,1632,312520.6531206684
172,1633,279711.3193525004
173,1634,281855.44650102896
174,1635,276900.21667274623
175,1636,244519.05968356435
176,1637,277101.2500555811
177,1638,290560.044971328
178,1639,269023.62687423546
179,1640,354135.8380055025
180,1641,272533.12104254565
181,1642,348050.03408299084
182,1643,313036.2601245879
183,1644,322781.4859888579
184,1645,326389.3236055863
185,1646,253199.1567408971
186,1647,244633.37875239714
187,1648,222100.52008328377
188,1649,228672.12172393687
189,1650,190324.55305029056
190,1651,199886.5310388063
191,1652,199087.49858478853
192,1653,198121.9815694627
193,1654,236115.29733842728
194,1655,234810.38844754058
195,1656,228212.24772373703
196,1657,234954.061338044
197,1658,240992.01285092602
198,1659,194537.93161217892
199,1660,234517.34604707244
200,1661,502996.12303247186
201,1662,421756.9015564127
202,1663,457265.15532743046
203,1664,522494.50651456695
204,1665,407620.64875711896
205,1666,385997.8252081501
206,1667,435592.3467629282
207,1668,440149.3635572456
208,1669,399791.67886199686
209,1670,432036.6359759534
210,1671,356400.75371687324
211,1672,472173.2980955471
212,1673,379248.90970774577
213,1674,346005.51533352444
214,1675,299365.26554577914
215,1676,305478.56262838794
216,1677,299759.57240005187
217,1678,511806.96207231516
218,1679,434844.3302489242
219,1680,407012.8340767822
220,1681,363457.6376458036
221,1682,375437.9531282976
222,1683,278856.9769601824
223,1684,285800.841225961
224,1685,292120.1691969645
225,1686,267078.9265239991
226,1687,285851.07842093264
227,1688,303622.77208298305
228,1689,308140.13454213226
229,1690,307958.24545631534
230,1691,293804.9482483037
231,1692,359340.6099563299
232,1693,284281.86139912484
233,1694,274674.56823510746
234,1695,255241.92692245333
235,1696,359374.351730834
236,1697,257962.97456529853
237,1698,398101.57492215256
238,1699,417276.120387658
239,1700,334148.70254356856
240,1701,358980.22086944827
241,1702,346117.55542469886
242,1703,340544.0678269791
243,1704,373555.6400195041
244,1705,358595.0889007519
245,1706,475775.3235507298
246,1707,304139.4258225942
247,1708,299587.0382823355
248,1709,358191.4097890158
249,1710,323431.1755382337
250,1711,367324.26180070266
251,1712,351162.05696272594
252,1713,364695.33866689005
253,1714,315330.1820543187
254,1715,302991.07223263104
255,1716,280112.83647849667
256,1717,281960.17146013794
257,1718,229240.13655344397
258,1719,313146.3536188607
259,1720,352287.01594327716
260,1721,273810.1660120764
261,1722,219809.18198674708
262,1723,254953.5596536009
263,1724,309067.74180776346
264,1725,331210.37341454276
265,1726,288098.27219304675
266,1727,245394.51632926683
267,1728,289424.6066211087
268,1729,253555.8509835659
269,1730,244044.4464009311
270,1731,221662.00107622356
271,1732,215086.65775258723
272,1733,193559.17667675763
273,1734,201248.3965164621
274,1735,234328.92191736563
275,1736,191744.08403568855
276,1737,385831.05798600917
277,1738,322953.18284299574
278,1739,360187.7036914241
279,1740,305836.8409625178
280,1741,289108.58495780104
281,1742,274135.5384966859
282,1743,280292.2755207636
283,1744,422777.1816262512
284,1745,312130.88254646095
285,1746,296155.58288924024
286,1747,310011.6974996256
287,1748,312025.4954874327
288,1749,251279.66188897728
289,1750,222315.52638970036
290,1751,347290.2556066185
291,1752,199370.35172424652
292,1753,242895.57701814128
293,1754,288102.6771843694
294,1755,278475.78809335665
295,1756,222533.42439488787
296,1757,200110.4571596312
297,1758,238141.57011706778
298,1759,252042.81332946732
299,1760,252966.3188204607
300,1761,243231.4411210548
301,1762,261841.9460745433
302,1763,280165.9863096152
303,1764,188875.22571764095
304,1765,273137.9410731322
305,1766,274212.00913291285
306,1767,316103.7943905485
307,1768,235142.05334545788
308,1769,258262.5539699935
309,1770,259208.80512407888
310,1771,191038.47341046925
311,1772,227942.6214077666
312,1773,201563.43679839722
313,1774,239590.0942384035
314,1775,230985.87170404755
315,1776,221219.65942747775
316,1777,204230.08367178845
317,1778,239663.19267139584
318,1779,220115.1729983166
319,1780,270266.77882681764
320,1781,212177.05016485322
321,1782,159242.63813628745
322,1783,231710.96903245267
323,1784,197207.1594790935
324,1785,217783.67869145237
325,1786,205354.75769225252
326,1787,265204.2171607029
327,1788,165633.10648347274
328,1789,191805.52938919072
329,1790,134163.70958208176
330,1791,294065.84745225054
331,1792,244808.3838618591
332,1793,230019.10889053135
333,1794,264955.6681149993
334,1795,225761.0889118926
335,1796,231309.2228605866
336,1797,226891.6853321707
337,1798,199901.13769756467
338,1799,185852.16919241427
339,1800,220252.85861096438
340,1801,210222.7432534017
341,1802,223319.98594713234
342,1803,249641.63396862824
343,1804,229542.34009434073
344,1805,231179.9169429664
345,1806,237509.5176578702
346,1807,249397.79943286534
347,1808,220566.9700769605
348,1809,213154.00153261726
349,1810,241556.7710047732
350,1811,228244.85077172914
351,1812,201013.1867164208
352,1813,217264.90595830278
353,1814,187330.8298801335
354,1815,122357.57496160688
355,1816,207441.53174338047
356,1817,215602.50266025472
357,1818,281617.78195293574
358,1819,229474.74036102998
359,1820,147151.67902090307
360,1821,228021.21828175453
361,1822,249878.2112812691
362,1823,128863.59686005954
363,1824,235615.9032445536
364,1825,226240.95500665996
365,1826,197447.05631883
366,1827,171246.24030227005
367,1828,234541.5945160275
368,1829,235721.47691503074
369,1830,252926.26860113745
370,1831,238002.44912560587
371,1832,159698.64215039043
372,1833,237414.64004994766
373,1834,218915.34304230218
374,1835,219104.7107931387
375,1836,222805.75586184557
376,1837,178397.8728534151
377,1838,206647.2692031411
378,1839,212907.37403823948
379,1840,227490.96132550132
380,1841,208342.5653563689
381,1842,180610.65221919282
382,1843,205034.30613782024
383,1844,237596.15089082136
384,1845,214404.9861005086
385,1846,245239.45120169246
386,1847,256596.42744962103
387,1848,121464.59419567953
388,1849,209459.9340709441
389,1850,201029.45910012792
390,1851,245411.81828948925
391,1852,218528.5787534439
392,1853,223578.1896941061
393,1854,273854.42361835134
394,1855,253885.7885968904
395,1856,317646.7017528638
396,1857,228514.57757733646
397,1858,225608.6809734879
398,1859,196311.40644083754
399,1860,244201.49653276126
400,1861,195440.66954464046
401,1862,364857.3675870809
402,1863,364255.8751592012
403,1864,364269.85822373163
404,1865,441682.7576590278
405,1866,437382.9993340904
406,1867,325238.0308088807
407,1868,390022.38446873333
408,1869,313189.3850571767
409,1870,323976.35302989045
410,1871,348475.6882040759
411,1872,285478.5093842873
412,1873,320598.1577780114
413,1874,221313.86273905076
414,1875,281081.9015815796
415,1876,276835.675352114
416,1877,303816.5055156143
417,1878,298081.9441642759
418,1879,207918.1601546735
419,1880,213346.8844554352
420,1881,335966.4828869172
421,1882,346841.8600331198
422,1883,281005.0817599229
423,1884,295765.66295825015
424,1885,332659.64643458626
425,1886,371141.615402733
426,1887,318302.9705802456
427,1888,361067.6493889876
428,1889,268786.171010901
429,1890,187828.43328601937
430,1891,227776.22016182565
431,1892,176327.07268687454
432,1893,213871.63579050638
433,1894,198582.06692277594
434,1895,220092.95350998896
435,1896,220099.87838798203
436,1897,198180.97714084806
437,1898,217726.2244423693
438,1899,250605.23121309164
439,1900,239363.1025672974
440,1901,239937.17529870826
441,1902,210084.06568323146
442,1903,286764.58101093164
443,1904,215748.54721893347
444,1905,283917.90010797814
445,1906,229520.81298905425
446,1907,300206.5862430383
447,1908,202203.91118813655
448,1909,238023.1204389101
449,1910,217952.3065024682
450,1911,283963.86554831103
451,1912,374357.19170483155
452,1913,244088.2077673364
453,1914,144906.3589867833
454,1915,393851.19022046076
455,1916,97238.42815945297
456,1917,344802.163178697
457,1918,231279.71520404262
458,1919,276467.0088417041
459,1920,250697.92106378963
460,1921,458778.04712792695
461,1922,419021.94891348225
462,1923,326399.5047996293
463,1924,312914.11448595393
464,1925,311419.10906795645
465,1926,462867.51472689235
466,1927,223059.67065010476
467,1928,252681.7712370886
468,1929,216483.81784273125
469,1930,223116.13103042427
470,1931,245018.66310356813
471,1932,234744.76496729
472,1933,264711.20289270254
473,1934,262023.8655784016
474,1935,262817.18961402006
475,1936,281082.51776895556
476,1937,269555.52535468526
477,1938,277578.50607626094
478,1939,339139.5224243498
479,1940,277135.0597492927
480,1941,259881.08078371943
481,1942,286179.8879639581
482,1943,290135.50786579563
483,1944,408689.3587105919
484,1945,448737.18920900417
485,1946,221728.86056050193
486,1947,366030.3540893623
487,1948,256064.35668103048
488,1949,358307.2898466638
489,1950,293319.27208316745
490,1951,370764.14862948493
491,1952,323836.12811098923
492,1953,293268.98861931614
493,1954,281628.7712088155
494,1955,218447.95522198384
495,1956,415638.2082421961
496,1957,242818.3700960048
497,1958,384726.53855678975
498,1959,225410.4197480618
499,1960,194916.60742939753
500,1961,214015.1724152828
501,1962,190622.91944751982
502,1963,206537.96955711278
503,1964,192663.43272350123
504,1965,229136.24470580765
505,1966,229079.00739222462
506,1967,373327.6608288479
507,1968,467656.5907377808
508,1969,453847.903706399
509,1970,440762.72081466625
510,1971,512842.18529478554
511,1972,441372.8075868713
512,1973,397419.4219319448
513,1974,411977.01119513833
514,1975,669629.4472237444
515,1976,368513.55568413646
516,1977,429120.67466651346
517,1978,402266.68347363104
518,1979,410604.0179656702
519,1980,273489.6497930677
520,1981,421361.290518902
521,1982,306346.1565637868
522,1983,291599.5955267309
523,1984,281888.5922712812
524,1985,310888.7443933559
525,1986,301976.0919976118
526,1987,289693.64199454244
527,1988,283542.70347515517
528,1989,304891.28551189974
529,1990,322330.7187914471
530,1991,311944.2569932118
531,1992,332676.2890531018
532,1993,278686.1784758405
533,1994,329620.2212940443
534,1995,274547.13133371086
535,1996,380239.869955566
536,1997,396838.34235327574
537,1998,381131.1268605229
538,1999,357351.6559622369
539,2000,393934.223180915
540,2001,390178.1476970187
541,2002,339514.75912933284
542,2003,361003.5710946729
543,2004,388343.7626966825
544,2005,327766.3025621555
545,2006,308070.01342015713
546,2007,354434.9520613719
547,2008,326307.4199623915
548,2009,300327.36683951877
549,2010,309298.9997585516
550,2011,239968.34982527606
551,2012,281637.39269487537
552,2013,276989.8749273999
553,2014,295042.97680871
554,2015,306645.7387696153
555,2016,292339.2969364275
556,2017,304078.00680490653
557,2018,194744.7175813159
558,2019,224619.9104852858
559,2020,192704.9486493154
560,2021,177020.41846691328
561,2022,270928.49978760653
562,2023,246510.17639685702
563,2024,378454.1790187906
564,2025,432478.71633662726
565,2026,272321.5471633079
566,2027,256920.91939556156
567,2028,249602.56416315818
568,2029,269490.34523328254
569,2030,362441.8803274776
570,2031,327465.0322079074
571,2032,348289.66966212145
572,2033,352416.73410979775
573,2034,276546.6066390823
574,2035,305776.6698559986
575,2036,321325.4733712005
576,2037,326499.21067302534
577,2038,421386.4422972766
578,2039,316473.21691729035
579,2040,427846.57881695917
580,2041,393971.6102972238
581,2042,296328.21334031876
582,2043,269944.886066647
583,2044,264396.29978806945
584,2045,292442.1063155236
585,2046,221216.38103540288
586,2047,226871.01348678232
587,2048,241829.0935988878
